,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
43162,niogfirs; femoghalvfems,1
43163,fem; nihundrede og toogtreds,1
43164,syvhundrede og fire; treoghalvtreds,0
43165,nihundrede og syvogtredive; tre,0
43166,tohundrede og fireogfyrre; firehundrede og enogtredive,1
43167,ethundrede og seksoghalvtreds; tohundrede og otteogfirs,1
43168,syvogtredive; firehundrede og tredive,1
43169,syvoghalvtreds; ethundrede og fireoghalvfems,1
43170,ethundrede og seksogtreds; firehundrede og treogfyrre,1
43171,firehundrede og halvtreds; ethundrede og seksoghalvfems,0
43172,nihundrede og fireogfyrre; trehundrede og treoghalvtreds,0
43173,sekshundrede og otteoghalvfjerds; firehundrede og treogtreds,0
43174,nihundrede og toogtredive; tohundrede og elleve,0
43175,nioghalvfjerds; ottehundrede og nioghalvfjerds,1
43176,ethundrede og seksogtreds; firehundrede og tooghalvtreds,1
43177,tohundrede og tooghalvfems; nihundrede og otteogfirs,1
43178,ethundrede og enoghalvtreds; femhundrede og tredive,1
43179,syvhundrede og femoghalvfjerds; femhundrede og syvogfyrre,0
43180,nihundrede og niogtyve; syvhundrede og syvogtreds,0
43181,femhundrede og toogfirs; syvhundrede og seksogtyve,1
43182,ottehundrede og femoghalvfjerds; syvhundrede og otte,0
43183,syvhundrede og seksoghalvtreds; treogfirs,0
43184,enogfirs; trehundrede og seksogfirs,1
43185,nihundrede og otteogtredive; syvhundrede og halvfjerds,0
43186,fireogfirs; ottehundrede og fireogfyrre,1
43187,ottehundrede og syvoghalvfems; sekshundrede og fireogtreds,0
43188,nihundrede og sytten; femhundrede og seksogtredive,0
43189,trehundrede og femoghalvfjerds; nihundrede og niogfirs,1
43190,firehundrede og fireoghalvtreds; ottehundrede og enoghalvtreds,1
43191,ottehundrede; firehundrede og niogtyve,0
43192,ottehundrede og otteogtredive; fire,0
43193,femhundrede og enogtreds; sekshundrede og seksogfirs,1
43194,trehundrede og femoghalvfems; trehundrede og syvogfirs,0
43195,femoghalvtreds; ottehundrede og treogfyrre,1
43196,syvhundrede og seksoghalvtreds; nihundrede og fireogtredive,1
43197,sekshundrede og fyrre; firehundrede,0
43198,trehundrede og fireogtyve; trehundrede og enogfyrre,1
43199,firehundrede og femoghalvfems; nihundrede og seksoghalvtreds,1
43200,ethundrede og tre; tohundrede og syvogfirs,1
43201,nihundrede og tooghalvtreds; sekshundrede og tolv,0
43202,syvhundrede og fireoghalvfems; trehundrede og syvoghalvfjerds,0
43203,nihundrede og sytten; sekshundrede og treogfirs,0
43204,syvhundrede og enogtyve; sekshundrede og enoghalvfjerds,0
43205,syvhundrede og enogtredive; firehundrede og firs,0
43206,nihundrede og seksogfyrre; ethundrede og treoghalvtreds,0
43207,syvhundrede og femten; ottehundrede og nitten,1
43208,sekshundrede og syvogfyrre; trehundrede og sytten,0
43209,femhundrede og fjorten; femhundrede og tretten,0
43210,ottehundrede og ti; syvhundrede og syvoghalvfjerds,0
43211,ethundrede og femogfyrre; trehundrede,1
43212,femhundrede og sytten; enogfirs,0
43213,firehundrede og tredive; sekshundrede og fireoghalvfems,1
43214,ethundrede og femoghalvtreds; sekshundrede og seksogtyve,1
43215,ottehundrede og niogtredive; firehundrede og femoghalvfems,0
43216,tohundrede og femogfirs; treogfirs,0
43217,femhundrede og seksoghalvtreds; ethundrede og otteogtyve,0
43218,trehundrede og niogtreds; niogfyrre,0
43219,firehundrede og seksogfyrre; treoghalvtreds,0
43220,femhundrede og femogfirs; ottehundrede og femoghalvfems,1
43221,nihundrede og femogtredive; tohundrede og tre,0
43222,nihundrede og otteogfirs; ottehundrede og otteogtredive,0
43223,trehundrede og syvogtreds; sekshundrede og otteogtreds,1
43224,tohundrede og ti; ottehundrede og toogfyrre,1
43225,tohundrede og syvogtreds; firehundrede og tredive,1
43226,nihundrede og toogtredive; nihundrede og syvogfyrre,1
43227,trehundrede og enoghalvtreds; femhundrede og otteoghalvtreds,1
43228,ottehundrede og treoghalvfjerds; nihundrede og fireoghalvfjerds,1
43229,nihundrede og nioghalvtreds; sekshundrede og seks,0
43230,firehundrede og toogtyve; femhundrede og seksten,1
43231,sekshundrede og fireoghalvtreds; femhundrede og toogtyve,0
43232,firehundrede og enoghalvtreds; nihundrede og halvfems,1
43233,ethundrede og otteoghalvfjerds; syvhundrede og halvfjerds,1
43234,trehundrede og otteoghalvtreds; trehundrede og fireoghalvfems,1
43235,syvogtyve; syvhundrede og otteogtredive,1
43236,syvhundrede og tredive; firehundrede og seksoghalvtreds,0
43237,ethundrede og niogfirs; nihundrede og fireoghalvfjerds,1
43238,femhundrede og fireoghalvfjerds; tohundrede og seksoghalvtreds,0
43239,tohundrede og femogtreds; syvhundrede og otteogfyrre,1
43240,niogtredive; nihundrede og fireogtyve,1
43241,nihundrede og niogfirs; tohundrede og syv,0
43242,nihundrede og tooghalvfjerds; sekshundrede og fireogfirs,0
43243,nihundrede og tre; nihundrede og seksogtyve,1
43244,trehundrede og femogtreds; ottehundrede og tre,1
43245,tohundrede og sytten; firehundrede og treds,1
43246,sekshundrede og niogfirs; trehundrede og femogtyve,0
43247,syvhundrede og treogtredive; ethundrede og niogtredive,0
43248,enogtreds; sekshundrede og fireogtreds,1
43249,syvhundrede og femogfirs; femhundrede og treoghalvfems,0
43250,trehundrede og fireogtreds; toogtyve,0
43251,nihundrede og femogtreds; sekshundrede og fireoghalvfjerds,0
43252,treogtyve; femhundrede og enogfyrre,1
43253,firehundrede og treogtredive; trehundrede og femogfirs,0
43254,ethundrede og femoghalvtreds; femhundrede og nioghalvtreds,1
43255,syvhundrede og tolv; tohundrede og otteogtyve,0
43256,trehundrede og treds; tohundrede og halvfjerds,0
43257,syvhundrede og enogfirs; ottehundrede og enogfyrre,1
43258,trehundrede og niogfirs; syvhundrede og femoghalvfems,1
43259,ottehundrede og seksoghalvtreds; firehundrede og otteoghalvtreds,0
43260,ethundrede og syv; syvhundrede og ti,1
43261,tohundrede og niogfyrre; firehundrede og nioghalvfjerds,1
43262,ethundrede og treogfyrre; nihundrede og fireogfyrre,1
43263,ettusind; sekshundrede og seksogtredive,0
43264,syvhundrede og fjorten; trehundrede og treogtreds,0
43265,femhundrede og halvfjerds; nihundrede og sytten,1
43266,ethundrede og seksoghalvfjerds; nihundrede og fireogfirs,1
43267,firehundrede og nioghalvfems; sekshundrede og enogtreds,1
43268,ottehundrede og femogfirs; femhundrede og to,0
43269,firehundrede og syvoghalvfems; ottehundrede og femoghalvfems,1
43270,trehundrede og tretten; tohundrede og femogfyrre,0
43271,trehundrede og et; ottehundrede og nitten,1
43272,ethundrede og enogfyrre; femhundrede og enogtredive,1
43273,firehundrede og et; trehundrede og seksten,0
43274,ethundrede og seksogtreds; sekshundrede og fem,1
43275,tohundrede og to; firehundrede og enogtreds,1
43276,firehundrede og firs; sekshundrede og nioghalvtreds,1
43277,trehundrede og fireoghalvtreds; firehundrede og seksoghalvfjerds,1
43278,ethundrede og femogtreds; ottehundrede og otteogtreds,1
43279,ottehundrede og enoghalvfems; sekshundrede og et,0
43280,syvhundrede og halvfjerds; syvhundrede og treogtredive,0
43281,syvhundrede og otteogfyrre; trehundrede og nioghalvfems,0
43282,syvhundrede og fireogfyrre; ethundrede og femogtredive,0
43283,syvhundrede og nioghalvfjerds; syvoghalvfjerds,0
43284,nihundrede og elleve; trehundrede og niogfirs,0
43285,firehundrede og otteoghalvtreds; ottehundrede og syvoghalvtreds,1
43286,syvhundrede og treogfirs; to,0
43287,atten; ethundrede og treogfyrre,1
43288,ethundrede og to; sekshundrede og fireogtreds,1
43289,syvhundrede og atten; sekshundrede og enogfyrre,0
43290,syvhundrede og enogtredive; ethundrede og sytten,0
43291,ethundrede og seksogtredive; syvhundrede og femoghalvtreds,1
43292,trehundrede og toogtyve; femten,0
43293,firehundrede og syv; nihundrede og femogfirs,1
43294,syvhundrede og otteoghalvfjerds; femhundrede og tyve,0
43295,ethundrede og seksogtreds; tohundrede og fireoghalvtreds,1
43296,firehundrede og fireoghalvfems; ottehundrede og niogfirs,1
43297,trehundrede og seksoghalvtreds; trehundrede og tolv,0
43298,firehundrede og treds; syvhundrede og enoghalvfems,1
43299,firehundrede og femoghalvfems; tooghalvfjerds,0
43300,syv; femhundrede og tooghalvtreds,1
43301,sekshundrede og seksogtreds; firehundrede og fjorten,0
43302,sekshundrede og otteogfirs; firehundrede og syvogfyrre,0
43303,sekshundrede og femogtredive; ethundrede og seksogtyve,0
43304,syvhundrede og otteogfirs; syvhundrede og halvtreds,0
43305,ethundrede og syvoghalvfjerds; nihundrede og seksogtredive,1
43306,femoghalvfjerds; nihundrede og seksogfirs,1
43307,ottehundrede og treogtredive; fyrre,0
43308,treds; femhundrede og femoghalvfems,1
43309,ethundrede og seksoghalvfjerds; tohundrede og enogfirs,1
43310,femoghalvfems; otteogtreds,0
43311,syvhundrede og halvfjerds; trehundrede og niogtredive,0
43312,ottehundrede og syvogtreds; syvhundrede og toogfyrre,0
43313,trehundrede og fire; trehundrede og seksogtreds,1
43314,nihundrede og toogfirs; sekshundrede og treogtyve,0
43315,ottehundrede og seks; syvhundrede og otteogtredive,0
43316,firehundrede og seksogtredive; nihundrede og enoghalvfjerds,1
43317,tohundrede og syvoghalvtreds; femhundrede og otteoghalvfems,1
43318,ottehundrede og seksogtyve; syvhundrede og tooghalvfems,0
43319,tohundrede og seksogtredive; femhundrede og firs,1
43320,ottehundrede og enoghalvfems; ottehundrede og seksogfyrre,0
43321,firehundrede og fem; syvhundrede og firs,1
43322,firehundrede og ni; firehundrede og enoghalvfems,1
43323,sekshundrede og toogtredive; sekshundrede og treoghalvtreds,1
43324,syvhundrede og seksten; ottehundrede og tooghalvfjerds,1
43325,syvhundrede og syvogfirs; ethundrede og fem,0
43326,nihundrede og otte; tohundrede og enogtreds,0
43327,firehundrede og fyrre; syvogtredive,0
43328,ottehundrede og treogfirs; ethundrede og syvoghalvfjerds,0
43329,tooghalvfjerds; ethundrede og treoghalvfjerds,1
43330,nihundrede og fireogtredive; firehundrede og fem,0
43331,nihundrede og nioghalvfems; sekshundrede og atten,0
43332,firehundrede og et; firehundrede og niogtredive,1
43333,ottehundrede og enoghalvtreds; ethundrede og femoghalvtreds,0
43334,tohundrede og otteoghalvtreds; femhundrede og treogtreds,1
43335,nihundrede og enogfirs; trehundrede og otteogfyrre,0
43336,trehundrede og nioghalvfjerds; sekshundrede og otteogtreds,1
43337,syvhundrede og otteogfirs; femhundrede og femoghalvtreds,0
43338,femhundrede og otteogfyrre; nihundrede og femoghalvfems,1
43339,trehundrede og seksoghalvtreds; sekshundrede og fireogfyrre,1
43340,otteogtredive; ethundrede og nioghalvfems,1
43341,fireogtyve; nihundrede og nioghalvtreds,1
43342,ottehundrede og enogtyve; syvhundrede og seksogfyrre,0
43343,firehundrede og elleve; firehundrede og femoghalvfjerds,1
43344,sekshundrede og treogtyve; trehundrede og otteoghalvfems,0
43345,enogtreds; sekshundrede og enogtreds,1
43346,ethundrede og otteogfirs; femhundrede og nitten,1
43347,syvogtredive; ottehundrede og toogtredive,1
43348,nihundrede og fjorten; sekshundrede og nioghalvfems,0
43349,fem; firehundrede og toogtredive,1
43350,ottehundrede og toogfirs; nihundrede og nioghalvtreds,1
43351,firehundrede og fireoghalvfems; firehundrede og fireoghalvfjerds,0
43352,ethundrede og seksoghalvtreds; firehundrede og otteoghalvfjerds,1
43353,nihundrede og ni; trehundrede og enogtyve,0
43354,firehundrede og seksogtyve; syvhundrede og halvtreds,1
43355,femhundrede og treogtredive; femhundrede og niogfyrre,1
43356,trehundrede og enogfirs; ottehundrede og tyve,1
43357,femhundrede og treds; trehundrede og seksogfyrre,0
43358,ottehundrede og treogfirs; femhundrede og treoghalvtreds,0
43359,nihundrede og tretten; toogtyve,0
43360,syvhundrede og femogfirs; trehundrede og seksogtredive,0
43361,ethundrede og fire; femhundrede og toogtyve,1
43362,tooghalvfjerds; fireoghalvfjerds,1
43363,ottehundrede og tretten; nihundrede og toogfirs,1
43364,femhundrede og treogtreds; tohundrede og fireogtredive,0
43365,nihundrede og treds; tohundrede og treoghalvtreds,0
43366,ottehundrede og seksogfyrre; tohundrede og treoghalvfjerds,0
43367,toogfirs; syvhundrede og niogtredive,1
43368,syvoghalvtreds; syvhundrede og enogtreds,1
43369,treds; nihundrede og firs,1
43370,sekshundrede og tooghalvtreds; femhundrede og niogfyrre,0
43371,ottehundrede og treogfyrre; ethundrede og otte,0
43372,ethundrede og toogtreds; firs,0
43373,tohundrede og syvoghalvfems; nihundrede og syvogfirs,1
43374,sekshundrede og enogtredive; syvhundrede og toogtreds,1
43375,femhundrede og femogfirs; ethundrede og fjorten,0
43376,syvhundrede og nioghalvfjerds; femogtredive,0
43377,femhundrede og seksoghalvtreds; ottehundrede og femoghalvfjerds,1
43378,sekshundrede og nioghalvfems; ottehundrede og nioghalvtreds,1
43379,trehundrede og et; trehundrede og tooghalvtreds,1
43380,firehundrede og otteoghalvfems; syvhundrede og enoghalvfjerds,1
43381,tohundrede og otteogtredive; firehundrede og toogfirs,1
43382,ethundrede og niogfirs; femhundrede og otteogfirs,1
43383,nihundrede og femoghalvfjerds; tohundrede og syvogtyve,0
43384,tohundrede og otteoghalvfjerds; syvhundrede og otteogtreds,1
43385,firehundrede og seksogtreds; firehundrede og nioghalvfems,1
43386,nihundrede og halvtreds; enogfirs,0
43387,sekshundrede og femogfirs; femhundrede og syvoghalvfems,0
43388,tohundrede og nioghalvfems; trehundrede og otteogtreds,1
43389,femhundrede og fyrre; firehundrede og syvogfyrre,0
43390,firehundrede og nioghalvfjerds; sytten,0
43391,ottehundrede og firs; nihundrede og treogtyve,1
43392,sekshundrede og toogtredive; sekshundrede og et,0
43393,femhundrede og otteogtyve; sekshundrede og seksogtredive,1
43394,ottehundrede og seksogtyve; firehundrede og otteoghalvfjerds,0
43395,ethundrede og et; fireogfyrre,0
43396,femhundrede og ti; syvhundrede og toogtredive,1
43397,trehundrede og treds; syvhundrede og enogtredive,1
43398,tohundrede og nitten; fireogtyve,0
43399,trehundrede og fireogfyrre; ethundrede og femogtreds,0
43400,ottehundrede og femogtreds; nihundrede og seksoghalvfjerds,1
43401,syvhundrede og treogfirs; toogtyve,0
43402,ottehundrede og nitten; sekshundrede og syvoghalvtreds,0
43403,seksogtreds; ottehundrede og toogfyrre,1
43404,femhundrede og sytten; enogfyrre,0
43405,nihundrede og treds; ethundrede og syvogfyrre,0
43406,tohundrede og syvoghalvfjerds; ottehundrede og syv,1
43407,femhundrede og toogtredive; firehundrede og niogfirs,0
43408,firehundrede og seksogfirs; toogtreds,0
43409,nihundrede og ni; nihundrede og seksogtyve,1
43410,fireogtyve; nihundrede og otteogtredive,1
43411,trehundrede og seksogtreds; tohundrede og enogfyrre,0
43412,otteoghalvtreds; nihundrede og seks,1
43413,sekshundrede og niogtreds; sekshundrede og seksogfirs,1
43414,ottehundrede og treoghalvfjerds; ottehundrede og ti,0
43415,firehundrede og tooghalvfjerds; ottehundrede og treoghalvfems,1
43416,femhundrede og nioghalvtreds; ethundrede og toogtreds,0
43417,otte; femhundrede og ni,1
43418,ethundrede og treoghalvtreds; sekshundrede og syv,1
43419,ottehundrede og fireoghalvfjerds; firehundrede og syvogfirs,0
43420,firehundrede og fireogtyve; tohundrede og halvtreds,0
43421,tohundrede og seksogtyve; firehundrede og enogtreds,1
43422,nihundrede og seksoghalvfjerds; firehundrede og toogtyve,0
43423,ethundrede og syv; sekshundrede og syvogfirs,1
43424,ethundrede og ni; firehundrede og enoghalvtreds,1
43425,femten; femhundrede og enoghalvtreds,1
43426,nihundrede og elleve; nihundrede og syvogtyve,1
43427,ethundrede og tolv; nihundrede og seksoghalvtreds,1
43428,ethundrede og enoghalvtreds; nihundrede,1
43429,trehundrede og fireogtreds; nihundrede og treogfirs,1
43430,tohundrede og femten; tohundrede og tredive,1
43431,femhundrede og ni; ottehundrede og nioghalvfems,1
43432,fyrre; nitten,0
43433,tohundrede og femoghalvfjerds; femogtredive,0
43434,nihundrede og femten; ottehundrede og seksten,0
43435,firehundrede og fjorten; ethundrede og syvogtreds,0
43436,tohundrede og femoghalvfjerds; syvhundrede,1
43437,firehundrede og seksoghalvtreds; trehundrede og fireogfyrre,0
43438,ottehundrede og femogtreds; sekshundrede og tooghalvfems,0
43439,trehundrede og halvtreds; ethundrede og nitten,0
43440,trehundrede og treds; trehundrede og enogtreds,1
43441,firehundrede og otteogtredive; tohundrede og firs,0
43442,ethundrede og treogtyve; syvhundrede og treds,1
43443,ottehundrede og nioghalvfems; firehundrede og treogtreds,0
43444,firehundrede og ni; ethundrede og enoghalvfjerds,0
43445,enoghalvfjerds; syvhundrede og seksten,1
43446,ottehundrede og femogtredive; trehundrede og otte,0
43447,syvhundrede og enoghalvtreds; nihundrede og otteogtredive,1
43448,fireogtyve; syvhundrede og otteogfyrre,1
43449,ethundrede og treogfyrre; trehundrede og otteoghalvfems,1
43450,ottehundrede og syvoghalvtreds; syvhundrede og fireoghalvfems,0
43451,firehundrede og tyve; tohundrede og syvoghalvfems,0
43452,ethundrede og fireoghalvfems; sekshundrede og halvfems,1
43453,ti; tohundrede og toogtredive,1
43454,syvhundrede og fireogtredive; nihundrede og seksogtreds,1
43455,femhundrede og nioghalvtreds; syvhundrede og femten,1
43456,tohundrede og fem; syvhundrede og syvogtreds,1
43457,tohundrede og halvfems; tohundrede og firs,0
43458,syvhundrede og seksogtyve; ottehundrede og treogtredive,1
43459,syvhundrede og treogfyrre; seksoghalvfjerds,0
43460,femhundrede og seksogtredive; femhundrede og seksten,0
43461,ottehundrede og treogtredive; femhundrede og fireoghalvfems,0
43462,fireoghalvfjerds; sekshundrede og toogtredive,1
43463,ethundrede og femogfirs; niogfyrre,0
43464,ethundrede og seksogtredive; nihundrede og tolv,1
43465,treogtredive; syvhundrede og nioghalvtreds,1
43466,tohundrede og femoghalvtreds; ottehundrede og femoghalvtreds,1
43467,firehundrede og halvtreds; tohundrede og halvtreds,0
43468,trehundrede og enogtredive; ethundrede og atten,0
43469,atten; nihundrede og sytten,1
43470,firehundrede og nioghalvfjerds; ethundrede og enoghalvfems,0
43471,ottehundrede og treogfirs; ethundrede og syvoghalvfjerds,0
43472,sekshundrede og niogfyrre; sekshundrede og enogtreds,1
43473,firehundrede og seksogtredive; firehundrede og et,0
43474,ottehundrede og firs; ottehundrede og nioghalvtreds,0
