,nums,labels
0,cent quarante huit; cent soixante dix neuf,1
34806,sept cent dix neuf; deux cent vingt trois,0
34807,cent soixante sept; six cent cinquante quatre,1
34808,six cent soixante seize; neuf cent cinq,1
34809,quatre cent quatre vingts; cent soixante quinze,0
34810,cent dix neuf; trois cent vingt neuf,1
34811,quatre cent quatre vingt cinq; cent quarante deux,0
34812,cinq cent sept; six cent cinquante six,1
34813,quatre cent soixante cinq; neuf cent soixante quinze,1
34814,trois cent onze; quatre cent cinquante neuf,1
34815,cent vingt huit; trois cent quatre vingt quinze,1
34816,trois cent trente deux; six cent soixante huit,1
34817,six cent quatre vingt dix neuf; deux cent soixante dix,0
34818,neuf cent quatre vingt trois; neuf cent cinquante,0
34819,cinq cent cinquante cinq; deux cent dix sept,0
34820,neuf cent quarante huit; cent deux,0
34821,trois cent soixante dix huit; neuf cent dix sept,1
34822,quatre cent trente six; quatre cent cinquante cinq,1
34823,six cent quarante deux; neuf cent cinquante et un,1
34824,huit cents; quarante trois,0
34825,cent quarante huit; deux cent soixante dix huit,1
34826,cinq cent vingt; vingt neuf,0
34827,six cent quarante cinq; cent dix sept,0
34828,deux cent quarante quatre; cinq cent onze,1
34829,trois cent soixante; quarante quatre,0
34830,cinq cent quarante trois; quatre cent sept,0
34831,cinq cent treize; sept cent quarante,1
34832,quatre cent quatre vingt treize; neuf cent treize,1
34833,deux cent soixante quatorze; cinq cent trente quatre,1
34834,cinq cent quarante deux; quatre vingt six,0
34835,quatre cent vingt cinq; huit cent soixante et un,1
34836,huit cent huit; cent dix neuf,0
34837,quatre vingt trois; cent quatre vingts,1
34838,neuf cent trente huit; six cent trente deux,0
34839,six cent soixante et un; cent quarante,0
34840,quatre cent cinquante et un; neuf cent quarante sept,1
34841,six cent cinquante six; trois cent quarante sept,0
34842,cinq cent cinquante; cent cinquante deux,0
34843,huit cent trente trois; trois cent soixante cinq,0
34844,huit cent dix neuf; six cent vingt quatre,0
34845,quatre cent soixante deux; cinq cent quatre vingts,1
34846,cent trente six; quatre vingt quatorze,0
34847,trois cent quatre vingt huit; sept cent trente deux,1
34848,quatre cent dix sept; neuf cent quatre vingt huit,1
34849,six cent soixante trois; quatre cent cinquante quatre,0
34850,neuf cent seize; cent soixante dix neuf,0
34851,quatre vingt trois; huit cent cinquante huit,1
34852,cent vingt quatre; six cent cinquante deux,1
34853,cinq cent vingt cinq; cinquante quatre,0
34854,sept cent quatre vingt huit; huit cent vingt six,1
34855,quatre vingt neuf; cent huit,1
34856,sept cent trente cinq; cinq cent trente cinq,0
34857,trois cent trente six; trois cent quarante,1
34858,cinq cent quatre vingt neuf; neuf cent quarante huit,1
34859,neuf cent cinquante six; cent soixante dix sept,0
34860,huit cent vingt neuf; trois cent quatre vingt dix sept,0
34861,huit cent quatre vingt dix neuf; neuf cent dix,1
34862,neuf cent soixante sept; deux cent quarante neuf,0
34863,trois cent cinq; cinq cent treize,1
34864,quatre cent soixante dix sept; huit cent trente et un,1
34865,deux cent soixante neuf; deux cent quarante huit,0
34866,six cent vingt deux; deux cents,0
34867,cent quatorze; cent soixante dix huit,1
34868,deux cent soixante deux; cinq cent quatre vingt dix huit,1
34869,huit cent cinq; trois cent quarante sept,0
34870,soixante dix huit; trois cent soixante,1
34871,cinq cent cinq; trois cent soixante dix neuf,0
34872,six cent quatre vingt deux; soixante douze,0
34873,soixante dix; six cent quarante et un,1
34874,sept cent soixante deux; deux cent quarante trois,0
34875,sept cent quarante quatre; sept cent quatre vingt onze,1
34876,six cent soixante quatre; neuf cent vingt sept,1
34877,cent soixante quatorze; trois cent quatorze,1
34878,cinq cent quarante et un; cinq cent dix huit,0
34879,sept cent vingt deux; cent cinquante deux,0
34880,trois cent quatre vingt huit; deux cent quarante huit,0
34881,deux cent trente sept; cinq cent cinq,1
34882,neuf cent dix; quatre vingt treize,0
34883,huit cent quatre vingt six; cinq cent quatre vingt quinze,0
34884,sept cent douze; trois cent quatre vingt neuf,0
34885,huit cent soixante neuf; deux cent quinze,0
34886,trois; trois cent quarante cinq,1
34887,deux cent onze; quatre cent quarante,1
34888,trente quatre; deux cent dix sept,1
34889,deux cent soixante dix; deux cent quatre vingt six,1
34890,six cent soixante dix sept; cinq cent cinquante six,0
34891,vingt quatre; trois cent quatre vingt six,1
34892,neuf cent quatre vingt dix sept; quatre cent trente,0
34893,deux cent quatre vingt six; neuf cent quatre vingt quatre,1
34894,six cent vingt trois; cinq cent quarante et un,0
34895,deux cent quatre vingt treize; trois cent quarante neuf,1
34896,deux cent soixante sept; quarante trois,0
34897,deux cent trente cinq; quatre cent soixante quatre,1
34898,sept cent huit; quatre cent trente quatre,0
34899,neuf cent soixante neuf; sept cent quarante et un,0
34900,neuf cent trente quatre; cent cinquante neuf,0
34901,cinq cent quatre; sept cent dix neuf,1
34902,neuf cent six; six cent vingt et un,0
34903,soixante et onze; cent quatre vingt deux,1
34904,quatre cent soixante neuf; six cent quatre vingt douze,1
34905,trois cent quatre vingt quatre; huit cent soixante neuf,1
34906,cinq cent cinquante deux; sept cent soixante dix neuf,1
34907,quatre cent douze; trois cent trente six,0
34908,quatre cent dix huit; six cent cinquante neuf,1
34909,sept cent quinze; cent quinze,0
34910,trois cent trente huit; six cent six,1
34911,quatre cent soixante dix huit; vingt,0
34912,six cent treize; neuf cent soixante et un,1
34913,sept cent quatre vingt quatre; deux cent trente cinq,0
34914,six cent soixante quatre; deux cents,0
34915,six cent quatre vingt dix sept; neuf cent onze,1
34916,cent trente cinq; sept cent trente six,1
34917,trois cent quatre vingt quatre; quatre cent seize,1
34918,trois cent quatre vingt dix sept; huit cent trente six,1
34919,deux cent soixante seize; mille,1
34920,huit cent soixante deux; sept cent soixante quinze,0
34921,sept cent soixante quatorze; six cent vingt sept,0
34922,quatre cent soixante quatorze; quatre cent cinq,0
34923,deux cent quarante huit; six cent cinquante quatre,1
34924,huit cent dix sept; quatre cent vingt quatre,0
34925,huit cent treize; cent cinquante quatre,0
34926,deux cent seize; quatre cents,1
34927,six cent seize; huit cent douze,1
34928,trois cent soixante quinze; quatre cent vingt huit,1
34929,deux cent quatre vingt trois; trois cent neuf,1
34930,cinq; neuf cent soixante six,1
34931,huit cent dix sept; trois cent quatre vingt quatre,0
34932,cinq cent vingt sept; cinq cent cinquante trois,1
34933,huit cent quarante neuf; cinq cent soixante dix huit,0
34934,sept cent soixante; cinq cent vingt cinq,0
34935,trente; cent quatre vingt neuf,1
34936,six cent trente huit; quatre cent seize,0
34937,quatre cent quatre vingt seize; deux cent onze,0
34938,quatre vingt un; trois cent cinquante,1
34939,cent quatre vingt quatorze; deux cent quarante huit,1
34940,sept cent quatre vingt douze; huit cent soixante et un,1
34941,cent quatre vingt neuf; cent quatre vingt douze,1
34942,huit cent quatre vingt cinq; neuf cent trente cinq,1
34943,quatre vingt trois; neuf cent vingt et un,1
34944,trois cent quatre vingt dix huit; quatre cent quatre vingt douze,1
34945,sept cent soixante treize; six cent quatre vingt quatorze,0
34946,quatre cent treize; deux cent vingt deux,0
34947,cinq cent trente six; huit cent dix neuf,1
34948,quatre cent soixante sept; quatre vingt neuf,0
34949,cinq cent quatre vingt huit; huit cent vingt sept,1
34950,neuf cent quinze; trois cent quarante huit,0
34951,neuf cent trente cinq; quatre cent soixante dix huit,0
34952,neuf cent trente neuf; huit cent treize,0
34953,deux cent quarante trois; cinq cent soixante sept,1
34954,cinq cent trente et un; sept cent onze,1
34955,sept cent quatre vingt quatorze; huit cent cinquante quatre,1
34956,six cents; cinq cent soixante douze,0
34957,cent soixante trois; huit cent trente neuf,1
34958,quatre vingt sept; cinq cent soixante quatorze,1
34959,sept cent quarante; sept cent quatre vingt dix sept,1
34960,neuf cent vingt; trois cent vingt deux,0
34961,cent soixante deux; cent trente huit,0
34962,trois cent trente six; sept cent quatre vingt seize,1
34963,quatre cent soixante dix sept; cinq cent quatre vingt huit,1
34964,cinq cent seize; huit cent quatre vingt cinq,1
34965,six cent quatre vingt neuf; sept cent quarante,1
34966,quatre cent quatre vingt dix huit; deux cent vingt trois,0
34967,sept cent vingt quatre; huit cent onze,1
34968,neuf; six,0
34969,trois cent soixante neuf; cent trente sept,0
34970,cent soixante dix; sept cent dix huit,1
34971,sept cent quatre vingt trois; cinq cent quatre vingt un,0
34972,quatre cent soixante sept; six cent trente sept,1
34973,quatre cent cinquante; quatre cent cinquante trois,1
34974,trois cent quarante et un; cent cinquante quatre,0
34975,huit cent deux; quatre vingt onze,0
34976,deux cent soixante quatorze; trois cent quarante trois,1
34977,cent quatre vingt dix huit; cinq cent sept,1
34978,cent quatre vingt treize; cent cinquante six,0
34979,neuf cent soixante deux; neuf cent soixante treize,1
34980,trois cent deux; deux cent trente quatre,0
34981,six cent douze; huit cent trente sept,1
34982,quatre cent soixante; trois cent huit,0
34983,trois cent sept; trois cent soixante dix huit,1
34984,six cent vingt; sept cent cinquante six,1
34985,sept cent quatre vingt treize; quatre cent trente quatre,0
34986,cent quatre vingt dix; quatre cent quatre vingt quatre,1
34987,six cent deux; huit cent cinquante,1
34988,deux cent soixante six; huit cent soixante et un,1
34989,cinq cent onze; huit cent cinquante quatre,1
34990,sept cent quatre vingt treize; neuf cent cinquante quatre,1
34991,six cent quatre vingt trois; quarante cinq,0
34992,cent soixante dix huit; trois cent quatre vingt six,1
34993,vingt quatre; deux cent soixante quinze,1
34994,deux cent neuf; six cent quarante,1
34995,neuf cent soixante trois; six cent six,0
34996,neuf cent soixante dix sept; huit cent dix huit,0
34997,deux cent soixante huit; trois cent quarante cinq,1
34998,cent quatre vingt six; sept cent cinquante neuf,1
34999,cinq cent quarante deux; cinq cent quarante trois,1
35000,sept cent soixante neuf; six cent soixante treize,0
35001,huit cent quatre vingts; deux cent soixante deux,0
35002,sept cent trente; neuf cent quatre vingt quatre,1
35003,deux cent vingt et un; sept cent quarante,1
35004,neuf; huit cent trente trois,1
35005,cent quarante neuf; six cent cinquante neuf,1
35006,neuf cent quatre vingt cinq; trois cent soixante dix,0
35007,trois cent quatre; six cent trente neuf,1
35008,neuf cent cinquante neuf; huit cent deux,0
35009,neuf cent trente deux; sept cent cinquante quatre,0
35010,six cent six; cent soixante treize,0
35011,deux cent cinquante trois; quatre cent dix sept,1
35012,dix sept; cinq cent trois,1
35013,huit cent cinquante neuf; dix neuf,0
35014,cent vingt huit; deux cent quarante huit,1
35015,cent soixante six; six cent cinq,1
35016,cent trois; trois cent soixante quatre,1
35017,quatre vingt neuf; cinq cent trente trois,1
35018,trois cent quatre vingt un; cinq cent quatre vingt quinze,1
35019,vingt neuf; neuf cent quatorze,1
35020,trois cent soixante seize; cent soixante et onze,0
35021,soixante treize; trois cent trente quatre,1
35022,trois cent six; trois cent trente six,1
35023,quatre cent quinze; deux cent quarante quatre,0
35024,cinq cent dix sept; cinq cent trente deux,1
35025,huit cent cinquante quatre; cent cinquante six,0
35026,trois cent soixante quinze; neuf cent quatre vingt quatre,1
35027,neuf cent trente six; trois cent quatre vingt seize,0
35028,vingt six; cinq cent quarante huit,1
35029,deux cent treize; six cent vingt neuf,1
35030,huit cent cinquante six; cent dix neuf,0
35031,six cent vingt huit; six cent soixante,1
35032,six cent quatre vingt trois; sept cent cinq,1
35033,quatre cent soixante quatorze; huit cent quatre vingt seize,1
35034,huit cent quatre vingt deux; cinquante huit,0
35035,huit cent soixante dix; sept cent quatre vingt sept,0
35036,cent; trois cent quarante six,1
35037,six cent quatre vingt quatre; six cent soixante douze,0
35038,sept cent vingt cinq; deux cent quatre vingt dix huit,0
35039,quatre cent six; neuf cent quatre vingt onze,1
35040,quatre vingts; trois cent quatre vingt cinq,1
35041,mille; cinq cent trente neuf,0
35042,cinq cent soixante huit; neuf cent seize,1
35043,six cent soixante dix neuf; trois cent cinq,0
35044,quarante deux; trente huit,0
35045,six cent trente neuf; trois cent vingt et un,0
35046,cent quarante quatre; cent quinze,0
35047,trois cent vingt; cinq cent trente sept,1
35048,cent quatre vingt dix huit; deux cent quatre vingt trois,1
35049,sept cent vingt six; soixante sept,0
35050,soixante neuf; quatre cent soixante douze,1
35051,six cent cinquante; trois cent dix sept,0
35052,six cent soixante dix neuf; neuf cent dix neuf,1
35053,cent trente cinq; cinq cent soixante quinze,1
35054,dix neuf; deux cent soixante dix,1
35055,cent soixante huit; cinq cent quatre vingt seize,1
35056,trois cent dix sept; sept cent quatre,1
35057,cinq cent vingt trois; quatre vingt quatre,0
35058,trois cent soixante quinze; cinq cent soixante sept,1
35059,cinq cent vingt cinq; neuf cent trente quatre,1
35060,trois cent quinze; quatre cent soixante dix huit,1
35061,quatre cent soixante dix huit; deux cent vingt cinq,0
35062,deux cent quatre vingt dix huit; cent trente neuf,0
35063,neuf cent onze; cinq cent quatre vingts,0
35064,neuf cent quatre vingt cinq; quarante sept,0
35065,cinq cent seize; sept cent soixante trois,1
35066,huit cent vingt trois; cinquante quatre,0
35067,sept cent quatre vingt huit; six,0
35068,neuf cent quatorze; huit cent soixante trois,0
35069,huit cent cinquante et un; six cent vingt neuf,0
35070,deux cent soixante dix huit; six cent vingt six,1
35071,trois cent soixante et onze; cent trente deux,0
35072,quatre cent quatre vingt trois; trois cent soixante deux,0
35073,six cent trente six; sept cent vingt sept,1
35074,neuf cent soixante seize; six cent vingt deux,0
35075,quatre vingt neuf; trois cent soixante treize,1
35076,sept cent quarante; neuf cent cinq,1
35077,trois cent cinq; huit cent quarante neuf,1
35078,quatre cent quatre vingt onze; cinq cent quatre vingt dix,1
35079,cinq cent vingt deux; six cent quatre vingt sept,1
35080,sept cent cinquante trois; cent quarante sept,0
35081,trois cent seize; quatre cent trente neuf,1
35082,cinq cent soixante; neuf cent vingt et un,1
35083,trois cent cinquante sept; sept cent douze,1
35084,cinq cent soixante cinq; deux cent cinquante,0
35085,huit cent quinze; trois cent soixante huit,0
35086,vingt; huit cent quatre vingt neuf,1
35087,cinq cent soixante; six cent deux,1
35088,cinq cent soixante; quatre cent vingt cinq,0
35089,cinq cent soixante; neuf cent quatre vingt quatorze,1
35090,quatre cent quarante; soixante cinq,0
35091,deux cent vingt neuf; trois cent treize,1
35092,trois cent soixante treize; quatre cent soixante dix,1
35093,cinq cent dix huit; soixante,0
35094,quatre vingt huit; neuf cent soixante dix neuf,1
35095,huit cent quatre vingt treize; cent soixante et onze,0
35096,cinq cent cinq; cent trente trois,0
35097,cent trente sept; huit cent quarante et un,1
35098,cent quarante; deux cent soixante neuf,1
35099,huit cent vingt quatre; huit cent trois,0
