,sents,labels
0,firs; femhundrede og nioghalvfems,1
28288,enogfirs; nioghalvtreds,0
28289,syvhundrede og enogtredive; trehundrede og femogfyrre,0
28290,ethundrede og tooghalvfems; trehundrede og fireoghalvfems,1
28291,trehundrede og otteoghalvfems; firehundrede og femoghalvfems,1
28292,nihundrede og tredive; syvhundrede og otteogfirs,0
28293,trehundrede og sytten; nihundrede og fjorten,1
28294,seksogfirs; firehundrede og nioghalvfems,1
28295,femhundrede og enogfyrre; sekshundrede og femogtyve,1
28296,firehundrede og niogtyve; treds,0
28297,firehundrede og seksoghalvtreds; sekshundrede og enoghalvtreds,1
28298,firehundrede og femoghalvfjerds; ethundrede og treogfyrre,0
28299,seks; ethundrede og fireoghalvtreds,1
28300,syvhundrede og fireogfyrre; sekshundrede og seksogtreds,0
28301,ethundrede og otte; femhundrede og treoghalvtreds,1
28302,trehundrede og syvogfirs; femhundrede og tre,1
28303,firehundrede og seksoghalvfjerds; syvhundrede og firs,1
28304,ethundrede og femogtyve; nihundrede og enogtredive,1
28305,firehundrede og treoghalvfems; halvfems,0
28306,sekshundrede og elleve; tohundrede og otte,0
28307,ethundrede og halvfems; firehundrede og toogfirs,1
28308,trehundrede og halvfjerds; ethundrede og femogtreds,0
28309,tohundrede og enogfirs; trehundrede og syvogtreds,1
28310,trehundrede og femten; trehundrede og fireogtredive,1
28311,tohundrede og tooghalvfems; syvhundrede og femogtredive,1
28312,sekshundrede og treds; firehundrede og halvtreds,0
28313,sekshundrede og niogfirs; ottehundrede og seksogfirs,1
28314,ethundrede og toogtreds; firehundrede og niogtreds,1
28315,firehundrede og treoghalvfjerds; femhundrede og nioghalvfjerds,1
28316,femhundrede og ti; ethundrede og toogtyve,0
28317,enogfyrre; tohundrede og halvfjerds,1
28318,syvhundrede og femoghalvfems; syvhundrede og treogtreds,0
28319,sekshundrede og seksogtreds; trehundrede og seksoghalvtreds,0
28320,femogfyrre; ethundrede og fireoghalvfems,1
28321,ottehundrede og otteogfyrre; sekshundrede og toogfirs,0
28322,nihundrede og otteoghalvtreds; nihundrede og fireogfirs,1
28323,syvhundrede og fireogtredive; ottehundrede og otteoghalvfjerds,1
28324,ethundrede og femogtyve; ethundrede og enoghalvfems,1
28325,syvhundrede og toogfirs; ethundrede og femogtreds,0
28326,trehundrede og nitten; trehundrede og otteogtredive,1
28327,firehundrede og syvoghalvfems; seksogfyrre,0
28328,otteogfyrre; trehundrede og treogtyve,1
28329,nihundrede og treogtyve; tohundrede og halvfjerds,0
28330,nihundrede og seksogfyrre; trehundrede og otteoghalvfjerds,0
28331,ethundrede og halvtreds; nihundrede og otteoghalvfjerds,1
28332,syvhundrede og tooghalvtreds; ottehundrede og syvogfyrre,1
28333,tohundrede og syvoghalvtreds; trehundrede og elleve,1
28334,toogtyve; trehundrede og treoghalvfems,1
28335,syvhundrede og syv; femhundrede og otteoghalvfems,0
28336,ethundrede og seksoghalvfems; tohundrede og fireogtredive,1
28337,trehundrede og syvoghalvfems; sekshundrede og femogtreds,1
28338,nihundrede og halvtreds; trehundrede og toogfyrre,0
28339,ottehundrede og fireogtyve; trehundrede og toogtyve,0
28340,ottehundrede og nitten; enogtredive,0
28341,ethundrede og enoghalvtreds; ottehundrede og treogtreds,1
28342,tohundrede og syvoghalvtreds; tohundrede og fireogtyve,0
28343,sekshundrede og tretten; femhundrede og otteoghalvfems,0
28344,ethundrede og elleve; syvhundrede og syvogfirs,1
28345,trehundrede og tredive; trehundrede og enogfirs,1
28346,trehundrede og tolv; ethundrede og sytten,0
28347,tohundrede og niogfirs; femhundrede og ti,1
28348,tohundrede og nioghalvfems; ottehundrede og fireogfyrre,1
28349,firehundrede og treoghalvtreds; femhundrede og treogtreds,1
28350,ethundrede og tyve; femhundrede og syvogtyve,1
28351,femhundrede og seksten; tohundrede og nioghalvfems,0
28352,ethundrede og fjorten; ethundrede og tolv,0
28353,toogtredive; tohundrede og firs,1
28354,sekshundrede og enogtredive; ethundrede og nioghalvfems,0
28355,nihundrede og tredive; nihundrede og et,0
28356,femhundrede og tooghalvtreds; sekshundrede og femoghalvtreds,1
28357,firehundrede og treogfyrre; trehundrede og fjorten,0
28358,syvhundrede og femogfyrre; syvhundrede og fireogtyve,0
28359,femhundrede og niogtredive; ethundrede og tredive,0
28360,enogfyrre; ethundrede og niogtredive,1
28361,tohundrede og ti; tohundrede og nitten,1
28362,nihundrede og seksogtyve; firehundrede og tre,0
28363,trehundrede og syv; syvhundrede og syv,1
28364,nihundrede og fjorten; fyrre,0
28365,tohundrede og seks; ethundrede og enogtredive,0
28366,nihundrede og treogtredive; firehundrede og atten,0
28367,ottehundrede; firehundrede og fem,0
28368,ethundrede og nioghalvfems; trehundrede og enoghalvfems,1
28369,tohundrede og treds; syvhundrede og nioghalvfems,1
28370,nihundrede og fjorten; ethundrede og syvogtredive,0
28371,tohundrede og toogtyve; trehundrede og syvogtredive,1
28372,femhundrede og sytten; sekshundrede og enogtreds,1
28373,trehundrede og firs; trehundrede og femoghalvfjerds,0
28374,syvhundrede og toogfirs; firehundrede og tolv,0
28375,femhundrede og femoghalvfems; firehundrede og seks,0
28376,nihundrede og fire; femhundrede og syvogtreds,0
28377,syvhundrede og fem; ethundrede og femoghalvfems,0
28378,ottehundrede og treogtyve; femhundrede og niogtyve,0
28379,tohundrede og niogfirs; otte,0
28380,nihundrede og toogtredive; femhundrede og ni,0
28381,femhundrede og treogtredive; sekshundrede og niogfirs,1
28382,syvhundrede og seksogfyrre; ethundrede og treoghalvfjerds,0
28383,ottehundrede og otte; firehundrede og enogfyrre,0
28384,femhundrede og femogtreds; tohundrede og femoghalvtreds,0
28385,ethundrede og femogfirs; treogtyve,0
28386,ethundrede og otteoghalvtreds; sekshundrede og halvtreds,1
28387,trehundrede og treogtreds; femhundrede og ti,1
28388,nihundrede og sytten; ottehundrede og enoghalvtreds,0
28389,sekshundrede og treogtredive; nihundrede og enogtreds,1
28390,tohundrede og niogtreds; nihundrede og otteogtreds,1
28391,nihundrede og treogfyrre; trehundrede og fireoghalvfems,0
28392,ethundrede og treoghalvtreds; femhundrede og enogfyrre,1
28393,sekshundrede og seksogtreds; treogtyve,0
28394,tohundrede og tooghalvfjerds; trehundrede og seksogfyrre,1
28395,femhundrede og otteogtyve; sekshundrede og tre,1
28396,ottehundrede og sytten; tohundrede og seksogtreds,0
28397,ethundrede og fireogtreds; femhundrede og femten,1
28398,tohundrede og femogfyrre; nihundrede og femoghalvfjerds,1
28399,trehundrede og firs; syvhundrede og treoghalvfems,1
28400,tohundrede og fyrre; tohundrede og tre,0
28401,syvhundrede og halvfems; sekshundrede og otteogfyrre,0
28402,elleve; syvhundrede og seksogtredive,1
28403,nihundrede og tooghalvtreds; trehundrede og halvfems,0
28404,firehundrede og fireoghalvfjerds; firehundrede og treoghalvtreds,0
28405,firehundrede og tretten; firehundrede og otteogtredive,1
28406,firehundrede og fireogtredive; femhundrede og fyrre,1
28407,ethundrede og fireogtreds; femhundrede og enogtredive,1
28408,ethundrede og otteoghalvfjerds; firehundrede og nioghalvtreds,1
28409,syvhundrede og toogfyrre; femhundrede og toogfirs,0
28410,ottehundrede og halvtreds; femhundrede og otteoghalvfjerds,0
28411,firehundrede og tre; femhundrede og halvfems,1
28412,nihundrede og tooghalvfems; ottehundrede og treoghalvtreds,0
28413,ethundrede og halvfjerds; ethundrede og syvogtredive,0
28414,ethundrede og femogtreds; firehundrede og femoghalvfjerds,1
28415,trehundrede og seksoghalvtreds; trehundrede og tooghalvfems,1
28416,sekshundrede og tolv; trehundrede og femogfirs,0
28417,trehundrede og otteoghalvtreds; femhundrede og enogtreds,1
28418,nihundrede og atten; syvhundrede og enogtreds,0
28419,nihundrede og seksoghalvfems; nihundrede og tooghalvfjerds,0
28420,sekshundrede og toogfyrre; syvhundrede og fireoghalvfjerds,1
28421,sekshundrede og ti; nihundrede og treoghalvfjerds,1
28422,sekshundrede og treoghalvfems; trehundrede og toogtreds,0
28423,syvoghalvfjerds; ottehundrede og fireoghalvfjerds,1
28424,ethundrede og syvogtredive; tohundrede og treogtredive,1
28425,firehundrede og syvoghalvfems; otte,0
28426,tohundrede og fireogtredive; tohundrede og syvogtreds,1
28427,femhundrede og treoghalvfems; syvhundrede og otteogtredive,1
28428,trehundrede og nioghalvtreds; nihundrede og treogfirs,1
28429,trehundrede og seksoghalvfjerds; ottehundrede og enogtyve,1
28430,toogfirs; firehundrede og syvogtreds,1
28431,nihundrede og fem; ottehundrede og enogtreds,0
28432,ethundrede og treoghalvfjerds; ethundrede og syvogfirs,1
28433,nihundrede og et; ethundrede og treoghalvfjerds,0
28434,nihundrede og nioghalvtreds; firehundrede og seksogfirs,0
28435,nihundrede og femogfirs; ethundrede og syvogfirs,0
28436,nihundrede og tredive; syvhundrede og otteogfirs,0
28437,firehundrede og fireogfirs; sekshundrede og treogfyrre,1
28438,nihundrede og tredive; ottehundrede og seksogfirs,0
28439,ottehundrede og femogtredive; tohundrede og toogtredive,0
28440,trehundrede og ni; sekshundrede og niogfyrre,1
28441,syvhundrede og treoghalvtreds; nihundrede og syvogtyve,1
28442,tohundrede og sytten; firehundrede og halvfems,1
28443,ethundrede og treogtredive; syvhundrede og fireoghalvfems,1
28444,nihundrede og niogtredive; firehundrede og enoghalvfems,0
28445,syvhundrede og fire; trehundrede og femogfirs,0
28446,femhundrede og seksogtredive; fireoghalvfems,0
28447,enogtreds; firehundrede og nitten,1
28448,ottehundrede og treogtyve; firehundrede og syvogtreds,0
28449,firehundrede og femogtredive; sekshundrede og seksogtyve,1
28450,femhundrede og nitten; trehundrede,0
28451,sekshundrede og fireogfyrre; sekshundrede og treogtredive,0
28452,ethundrede og enoghalvfems; ethundrede og fireoghalvfems,1
28453,syvhundrede og atten; tyve,0
28454,trehundrede og femogfirs; firehundrede og femogtredive,1
28455,enoghalvfjerds; femhundrede og halvtreds,1
28456,ottehundrede og fireoghalvtreds; toogtyve,0
28457,trehundrede og otteogtredive; trehundrede og tolv,0
28458,ethundrede og fireoghalvfems; sekshundrede og toogtredive,1
28459,femhundrede og syvoghalvfems; femhundrede og treoghalvfjerds,0
28460,ethundrede og niogfirs; ottehundrede og fireogfirs,1
28461,femhundrede og fem; ethundrede og seksoghalvfems,0
28462,firehundrede og fire; ottehundrede og enogtredive,1
28463,trehundrede og syvoghalvfjerds; ottehundrede og otteogtyve,1
28464,sekshundrede og enoghalvfems; femoghalvfems,0
28465,ethundrede og enoghalvfems; trehundrede og ni,1
28466,syvhundrede og nioghalvfjerds; sekshundrede og treoghalvfjerds,0
28467,sekshundrede og niogtredive; ethundrede og femogtyve,0
28468,halvfems; tohundrede og seksogtyve,1
28469,syvhundrede og femten; ethundrede og otte,0
28470,ethundrede og halvfjerds; sekshundrede og otteogtredive,1
28471,ethundrede og treoghalvfjerds; firehundrede og tre,1
28472,ottehundrede; nihundrede og tretten,1
28473,ottehundrede; firehundrede og otteoghalvfems,0
28474,ethundrede og treogfyrre; femogtyve,0
28475,otteogtreds; tohundrede og tyve,1
28476,ethundrede og niogtyve; fireogtreds,0
28477,ethundrede og toogtredive; nihundrede og niogfyrre,1
28478,trehundrede og syvogfyrre; ethundrede og otteogfirs,0
28479,trehundrede og fireogfyrre; femhundrede og niogtreds,1
28480,nihundrede og tredive; ottehundrede og fireoghalvfems,0
28481,sekshundrede og treogtredive; nihundrede og treogfyrre,1
28482,sekshundrede og treogfirs; syvoghalvfjerds,0
28483,sekshundrede og otteoghalvfems; ethundrede og fireogtredive,0
28484,firehundrede og niogtreds; firehundrede og fireoghalvfjerds,1
28485,sekshundrede og tolv; firehundrede og fireoghalvfjerds,0
28486,femhundrede og seks; firehundrede og tooghalvtreds,0
28487,femhundrede og halvtreds; sekshundrede og fjorten,1
28488,tooghalvfjerds; sekshundrede og femogfyrre,1
28489,femhundrede og seksogfirs; syvhundrede og firs,1
28490,ethundrede og enoghalvtreds; ottehundrede og femogfyrre,1
28491,sekshundrede og treogfyrre; syvhundrede og nioghalvfjerds,1
28492,femhundrede og otteoghalvtreds; ethundrede og fem,0
28493,femoghalvtreds; enogtyve,0
28494,otteoghalvfems; ethundrede og nitten,1
28495,tohundrede og otte; niogtredive,0
28496,firehundrede og enoghalvfjerds; femhundrede og syvogfirs,1
28497,tohundrede og to; tohundrede og enoghalvfjerds,1
28498,nihundrede og toogfirs; trehundrede og tyve,0
28499,syvhundrede og tretten; syvhundrede og niogfirs,1
28500,trehundrede og femogfyrre; syvhundrede og tyve,1
28501,tohundrede og treogtyve; tohundrede og enoghalvfems,1
28502,ottehundrede og seksogtreds; nihundrede og femoghalvfems,1
28503,sekshundrede og enoghalvtreds; tohundrede og fire,0
28504,sekshundrede og enoghalvfems; femhundrede og to,0
28505,ethundrede og halvtreds; nihundrede og femoghalvfjerds,1
28506,firehundrede og tredive; nihundrede og sytten,1
28507,trehundrede og tre; tohundrede og seksogtredive,0
28508,sekshundrede og seksten; treogtredive,0
28509,syvhundrede og otteogtredive; syvhundrede og treogtredive,0
28510,syvhundrede og sytten; nioghalvfems,0
28511,sekshundrede og syvogtreds; nihundrede og enogtyve,1
28512,firehundrede og fireoghalvtreds; firehundrede og seksogfirs,1
28513,ottehundrede og enoghalvtreds; nihundrede og halvtreds,1
28514,trehundrede og sytten; firehundrede og fireogfirs,1
28515,ottehundrede og femogfirs; trehundrede,0
28516,syvogtredive; tohundrede og otteogfirs,1
28517,firehundrede og femoghalvfjerds; tohundrede og femoghalvfjerds,0
28518,trehundrede og fireoghalvtreds; tohundrede og otteoghalvfems,0
28519,syvhundrede og toogtredive; sekshundrede og syvogtredive,0
28520,firehundrede og atten; ethundrede og elleve,0
28521,sekshundrede og nioghalvfjerds; sekshundrede og toogtyve,0
28522,femhundrede og nioghalvfems; toogfirs,0
28523,nihundrede og seksogfirs; trehundrede og niogfirs,0
28524,syvhundrede og sytten; nihundrede og femogfirs,1
28525,syvhundrede og halvfems; fireoghalvfems,0
28526,firehundrede og niogfirs; ethundrede og seksogtreds,0
28527,trehundrede og otte; ottehundrede og toogtyve,1
28528,ethundrede og tre; otteogtredive,0
28529,tohundrede og niogfirs; femhundrede og seksogfirs,1
28530,nihundrede og seksoghalvfems; trehundrede og otteoghalvfems,0
28531,tohundrede og fire; ottehundrede og femogtreds,1
28532,trehundrede og niogtreds; sekshundrede og seks,1
28533,tohundrede og enogtyve; ethundrede og enogfyrre,0
28534,sekshundrede og syvogfyrre; syvhundrede og tooghalvtreds,1
28535,trehundrede og toogfyrre; trehundrede og enogfyrre,0
28536,firehundrede og seksoghalvfems; sekshundrede og otteoghalvfjerds,1
28537,trehundrede og femoghalvfjerds; nihundrede og enoghalvtreds,1
28538,seksoghalvfems; tohundrede og toogfirs,1
28539,sekshundrede og fireoghalvtreds; sekshundrede og fireogfirs,1
28540,femhundrede og enoghalvfems; femhundrede og treoghalvfems,1
28541,ethundrede og femogtredive; nihundrede og otteogtreds,1
28542,sekshundrede og fireogtredive; firehundrede og ni,0
28543,ottehundrede og fireogfyrre; femhundrede og sytten,0
28544,nihundrede og treoghalvfems; nihundrede og tooghalvfjerds,0
28545,firehundrede og nioghalvfems; tooghalvfems,0
28546,enoghalvtreds; syvhundrede og ni,1
28547,nihundrede og fireogfirs; trehundrede og et,0
28548,syvhundrede og tredive; ethundrede og femogtreds,0
28549,nihundrede og tredive; tohundrede,0
28550,femhundrede og syvogfirs; sekshundrede og femogtyve,1
28551,tohundrede og fireoghalvtreds; seksogfirs,0
28552,tohundrede og elleve; seks,0
28553,femhundrede og seksoghalvtreds; nihundrede og syvogfyrre,1
28554,syvhundrede og enogtyve; femhundrede og tooghalvtreds,0
28555,firehundrede og seksoghalvtreds; tohundrede og nioghalvtreds,0
28556,sekshundrede og treogtyve; firehundrede og niogfirs,0
28557,ethundrede og tolv; trehundrede og femoghalvfems,1
28558,tohundrede og et; ethundrede og syv,0
28559,sekshundrede og fireogfyrre; tohundrede og fireogfirs,0
28560,sekshundrede og otteoghalvtreds; sekshundrede og seksoghalvfems,1
28561,sekshundrede og tolv; ottehundrede og syvogfyrre,1
28562,sekshundrede og fjorten; ethundrede og nioghalvfems,0
28563,ethundrede og femoghalvfjerds; sekshundrede og fireogtyve,1
28564,sekshundrede og enoghalvfjerds; treogfyrre,0
28565,tohundrede og niogtredive; tyve,0
28566,sekshundrede og ni; tohundrede og toogfyrre,0
28567,ottehundrede og tretten; ethundrede og enogtyve,0
28568,firehundrede og fireogfyrre; femhundrede og seksten,1
28569,sekshundrede og syvogtredive; nihundrede og otteogtreds,1
28570,tooghalvfjerds; sekshundrede og femogfyrre,1
28571,ethundrede og fireogtyve; nioghalvfems,0
28572,ethundrede og nioghalvtreds; syvhundrede og seksogtredive,1
28573,ethundrede og treogtreds; fire,0
28574,femhundrede og seksogfyrre; trehundrede og ti,0
28575,sekshundrede og tooghalvfjerds; tooghalvfjerds,0
28576,trehundrede og seksoghalvfjerds; enoghalvfjerds,0
28577,treds; syvhundrede og tretten,1
28578,firehundrede og femogfirs; ottehundrede og otte,1
28579,syvhundrede og halvfems; tohundrede og seksogtreds,0
28580,firehundrede og femten; sekshundrede og otteoghalvfjerds,1
28581,sekshundrede og otteogfirs; nihundrede og toogfirs,1
28582,trehundrede og fyrre; femogfirs,0
28583,ottehundrede og fireogtreds; nihundrede og femogfyrre,1
28584,ottehundrede og enogtreds; firehundrede og femogtredive,0
28585,femhundrede og syvogtreds; ottehundrede og tolv,1
28586,syvhundrede og fjorten; firehundrede og tooghalvtreds,0
28587,ottehundrede og enoghalvfjerds; ethundrede og niogtredive,0
28588,syvhundrede og enoghalvtreds; sekshundrede og treds,0
28589,tohundrede og fjorten; ottehundrede og enoghalvfjerds,1
28590,firehundrede og seksoghalvfems; sekshundrede og seksoghalvfjerds,1
28591,femhundrede og treogtreds; sekshundrede og otteoghalvfjerds,1
28592,firehundrede og femoghalvfems; sekshundrede og tre,1
28593,syvhundrede og syvoghalvfems; ottehundrede og enoghalvfjerds,1
28594,sekshundrede og femogfirs; syvhundrede og fire,1
28595,firehundrede og tyve; ottehundrede og tretten,1
28596,nihundrede og nioghalvfems; sekshundrede og otteoghalvtreds,0
28597,nihundrede og toogtreds; ottehundrede og otteogfyrre,0
28598,nihundrede og fireoghalvfjerds; syvhundrede og elleve,0
28599,sekshundrede og enogtyve; atten,0
28600,femhundrede og toogtredive; nihundrede og atten,1
28601,firehundrede og et; ethundrede og tretten,0
