,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
42996,ethundrede og elleve; syv,0
42997,trehundrede og otteoghalvfems; firehundrede og fireogfyrre,1
42998,firehundrede og syvoghalvfjerds; syvhundrede og sytten,1
42999,tohundrede og fireogtreds; femhundrede og syvogtreds,1
43000,tohundrede og niogtredive; femhundrede og otteoghalvfjerds,1
43001,ethundrede og seksogtyve; sekshundrede og seksoghalvfjerds,1
43002,tohundrede og seksogtreds; sekshundrede og treoghalvfems,1
43003,syvhundrede og seksoghalvfems; fireogtreds,0
43004,ethundrede og halvtreds; sekshundrede og fjorten,1
43005,nioghalvfems; femhundrede og femogtyve,1
43006,ottehundrede og tre; sekshundrede og toogfyrre,0
43007,tohundrede og niogfyrre; sekshundrede og seksoghalvfjerds,1
43008,firehundrede og toogfirs; firehundrede og seksten,0
43009,toogtreds; ottehundrede og syvoghalvfjerds,1
43010,trehundrede og fireoghalvfjerds; tohundrede og femoghalvfjerds,0
43011,ottehundrede og enogfyrre; nihundrede og syvogtredive,1
43012,trehundrede og niogfirs; ottehundrede og otteoghalvtreds,1
43013,ottehundrede og treogtreds; sekshundrede og fireogtyve,0
43014,seksten; firehundrede og tre,1
43015,sekshundrede og seksogtreds; firehundrede og fireogtredive,0
43016,trehundrede og femogtredive; tohundrede og ti,0
43017,sekshundrede og et; syvhundrede og syvoghalvfjerds,1
43018,femhundrede og tredive; sekshundrede og treoghalvtreds,1
43019,sekshundrede og syvoghalvfjerds; ethundrede og syv,0
43020,trehundrede og tooghalvtreds; ethundrede og toogtreds,0
43021,nihundrede og otteoghalvtreds; syvhundrede og enoghalvtreds,0
43022,femhundrede og treogtyve; ottehundrede og treogfyrre,1
43023,trehundrede og ti; ottehundrede og elleve,1
43024,sekshundrede og fire; femhundrede og syvogtyve,0
43025,ethundrede og femogtreds; treogtredive,0
43026,sekshundrede og treds; firehundrede og nioghalvfems,0
43027,tohundrede og femoghalvtreds; syvhundrede og otteogfyrre,1
43028,ethundrede og nioghalvfjerds; firehundrede og fireogtreds,1
43029,trehundrede og niogtreds; ethundrede og fireoghalvfjerds,0
43030,ottehundrede og otteogfirs; tohundrede og syvogfirs,0
43031,sekshundrede og syvogfirs; sekshundrede og syvogtreds,0
43032,tohundrede og toogtreds; trehundrede og enogfyrre,1
43033,sekshundrede og femogtredive; trehundrede og tyve,0
43034,firehundrede og otteoghalvfems; firehundrede og syvogtreds,0
43035,firehundrede og enogtreds; syvhundrede og tretten,1
43036,femhundrede og fjorten; tohundrede og treogfirs,0
43037,femhundrede og femogtreds; firehundrede og femten,0
43038,nihundrede og halvfems; tohundrede og elleve,0
43039,firehundrede og fireoghalvtreds; sekshundrede og femogtreds,1
43040,syvhundrede og sytten; ethundrede og otteogfyrre,0
43041,sekshundrede og femoghalvfjerds; syvhundrede og toogfyrre,1
43042,syvhundrede og toogfyrre; trehundrede og et,0
43043,ottehundrede og enogtyve; tohundrede og halvfems,0
43044,trehundrede og seksogtyve; nioghalvtreds,0
43045,syvhundrede og enoghalvtreds; tohundrede og toogtyve,0
43046,femhundrede og femogtreds; sekshundrede og femogfyrre,1
43047,trehundrede og treogfyrre; ethundrede og tyve,0
43048,tohundrede og firs; femhundrede og otte,1
43049,ottehundrede og treogfyrre; firehundrede og toogfyrre,0
43050,tohundrede og tredive; firehundrede og toogtreds,1
43051,ottehundrede og toogtreds; ottehundrede og niogfirs,1
43052,syvhundrede og tre; firehundrede og syvogfirs,0
43053,femogfirs; sekshundrede og treogfirs,1
43054,ottehundrede og treogtyve; ottehundrede og seksogfyrre,1
43055,sekshundrede og femoghalvfjerds; tohundrede og firs,0
43056,firehundrede og atten; syvhundrede og femoghalvfjerds,1
43057,femhundrede og fireogfirs; syvhundrede og syvoghalvfems,1
43058,tohundrede og enogfyrre; femhundrede og niogtyve,1
43059,ethundrede og treogtyve; femhundrede og seks,1
43060,nihundrede og niogfyrre; syvogfyrre,0
43061,ethundrede og treogfyrre; ethundrede og enogtredive,0
43062,niogfirs; femhundrede og femogtredive,1
43063,firehundrede og enogtyve; femhundrede og treogtyve,1
43064,halvtreds; trehundrede og treogtyve,1
43065,tohundrede og treogfirs; ethundrede og elleve,0
43066,trehundrede og fireogtyve; ni,0
43067,trehundrede og femoghalvfems; tohundrede og halvfjerds,0
43068,sekshundrede og et; femhundrede og fireogtyve,0
43069,femhundrede og fireoghalvfems; trehundrede og fireogtredive,0
43070,trehundrede og enogtredive; femhundrede og fyrre,1
43071,trehundrede og tre; syvhundrede og niogtreds,1
43072,syvhundrede og et; firehundrede og fireogfyrre,0
43073,tohundrede og niogfirs; sekshundrede og fyrre,1
43074,ottehundrede og treogtyve; ethundrede og et,0
43075,trehundrede og otteoghalvfems; femhundrede og seks,1
43076,nihundrede og firs; ottehundrede og syv,0
43077,ethundrede og halvtreds; seksogtyve,0
43078,ottehundrede og fyrre; ethundrede og otteoghalvfems,0
43079,firehundrede og ni; femhundrede og otteogfyrre,1
43080,ethundrede og syvogtyve; femhundrede og otteogtredive,1
43081,trehundrede og enogtreds; trehundrede og niogtreds,1
43082,firehundrede og otteoghalvfjerds; nihundrede og enogtredive,1
43083,firehundrede og enogfirs; ethundrede og otteogfirs,0
43084,ottehundrede og femoghalvfjerds; firehundrede og fireogtreds,0
43085,tohundrede og toogfyrre; sekshundrede og fireogtyve,1
43086,treogtredive; syvogtyve,0
43087,ethundrede og toogtreds; ottehundrede og treogfyrre,1
43088,trehundrede og halvtreds; syvhundrede og treoghalvfems,1
43089,ethundrede og elleve; nihundrede og treogfirs,1
43090,ottehundrede og enogtreds; tohundrede og femogfyrre,0
43091,firehundrede og tooghalvfems; ethundrede og otteoghalvtreds,0
43092,tohundrede og femogfyrre; femhundrede og treoghalvfems,1
43093,ethundrede og seksoghalvtreds; ottehundrede og fireogfyrre,1
43094,trehundrede og syvoghalvtreds; firehundrede og seksogfirs,1
43095,nihundrede og toogtredive; trehundrede og enogtredive,0
43096,femhundrede og syvoghalvfems; femhundrede og tooghalvtreds,0
43097,firehundrede og femogtredive; trehundrede og toogtyve,0
43098,firehundrede og femogtredive; ethundrede og otteogtyve,0
43099,femhundrede og enogtyve; syvhundrede og seksoghalvtreds,1
43100,trehundrede og treoghalvtreds; trehundrede og nitten,0
43101,ethundrede og fjorten; sekshundrede og fjorten,1
43102,trehundrede og syvogfirs; tohundrede og et,0
43103,ethundrede og fireoghalvfjerds; syvhundrede og nioghalvfems,1
43104,ottehundrede og toogfyrre; trehundrede og tretten,0
43105,femhundrede og seksten; trehundrede og seksten,0
43106,tretten; seksogtreds,1
43107,sekshundrede og nioghalvfems; trehundrede og nioghalvtreds,0
43108,otteogtredive; otteoghalvfems,1
43109,syvhundrede og toogtredive; femhundrede og niogtredive,0
43110,firehundrede og seksoghalvfjerds; ethundrede og fireogtredive,0
43111,firehundrede og fire; trehundrede og enogtyve,0
43112,ottehundrede og enogtyve; trehundrede og nioghalvfjerds,0
43113,ethundrede og tre; trehundrede og niogfirs,1
43114,sekshundrede og niogfirs; sekshundrede og enogfyrre,0
43115,ottehundrede og tooghalvfjerds; femhundrede og syvogfyrre,0
43116,to; ottehundrede og niogfyrre,1
43117,ottehundrede og fireoghalvfems; femhundrede og treoghalvfjerds,0
43118,sekshundrede og nioghalvtreds; ottehundrede og tooghalvfjerds,1
43119,femhundrede og otte; syvhundrede og fireoghalvfjerds,1
43120,nihundrede og syv; trehundrede og femoghalvtreds,0
43121,firehundrede og niogtreds; syvhundrede og syvogfirs,1
43122,firehundrede og niogtyve; nihundrede og niogfirs,1
43123,sekshundrede og tooghalvtreds; femogfirs,0
43124,syvoghalvtreds; trehundrede og tooghalvtreds,1
43125,ettusind; femhundrede og enogfirs,0
43126,firehundrede og tolv; tohundrede og ti,0
43127,treogtredive; nihundrede og syvoghalvfjerds,1
43128,nihundrede og seksoghalvfems; nihundrede og otteoghalvfjerds,0
43129,ottehundrede og tre; sekshundrede og enogtreds,0
43130,syvogfyrre; tohundrede og syvoghalvfjerds,1
43131,syvhundrede og niogfyrre; tohundrede og femoghalvtreds,0
43132,trehundrede og otteogfirs; sekshundrede og femten,1
43133,firehundrede og femoghalvtreds; ottehundrede og nioghalvfjerds,1
43134,sekshundrede og enoghalvfems; ottehundrede og atten,1
43135,sekshundrede og elleve; ottehundrede og toogfyrre,1
43136,ottehundrede og otteogtredive; nihundrede og fem,1
43137,syvhundrede og tyve; nihundrede og treoghalvtreds,1
43138,fjorten; ottehundrede og otte,1
43139,syvhundrede og tyve; syvhundrede og treogtredive,1
43140,ottehundrede og fyrre; trehundrede og otteoghalvfems,0
43141,trehundrede og fireogtyve; ethundrede og nioghalvfems,0
43142,ottehundrede og tooghalvfems; syvhundrede og seksoghalvtreds,0
43143,firehundrede og tre; femhundrede og halvfems,1
43144,ethundrede og syvogtyve; nihundrede og otteogtyve,1
43145,tolv; trehundrede og treoghalvtreds,1
43146,femhundrede og treogtyve; syvhundrede og niogtreds,1
43147,trehundrede og nioghalvfems; nihundrede og toogfirs,1
43148,toogtredive; otteogtyve,0
43149,syvhundrede og niogtredive; sekshundrede og femten,0
43150,nihundrede og otteogfirs; firehundrede og treoghalvtreds,0
43151,femhundrede og seksogtredive; ottehundrede og halvtreds,1
43152,trehundrede og nioghalvtreds; tohundrede og et,0
43153,ottehundrede og femoghalvtreds; femhundrede og halvtreds,0
43154,sekshundrede og tolv; nihundrede og tyve,1
43155,trehundrede og treogtredive; femhundrede og femoghalvfjerds,1
43156,tretten; syvhundrede og toogfyrre,1
43157,femhundrede og fireogfirs; ottehundrede og firs,1
43158,ethundrede og to; femhundrede og syvogfirs,1
43159,sekshundrede og atten; sekshundrede og enogtredive,1
43160,ethundrede og tooghalvfjerds; ottehundrede og niogtredive,1
43161,firehundrede og fireoghalvfjerds; ethundrede og otteoghalvtreds,0
43162,ottehundrede og otteogtreds; syvhundrede og seks,0
43163,nihundrede og otteogfirs; ottehundrede og fem,0
43164,tohundrede og otteoghalvfems; ottehundrede og seks,1
43165,ottehundrede og otteogtyve; femhundrede og treogtyve,0
43166,syvhundrede og otteogfirs; firehundrede og syvogfyrre,0
43167,nihundrede og enoghalvfjerds; trehundrede og otteogfirs,0
43168,ethundrede og ni; ethundrede og syv,0
43169,sekshundrede og elleve; fireoghalvfjerds,0
43170,ethundrede og fireoghalvfems; ethundrede og syvogfirs,0
43171,syvhundrede og otteogtyve; firehundrede og femten,0
43172,ottehundrede og halvfems; ottehundrede og seksogtreds,0
43173,nihundrede og tooghalvfems; firehundrede og treogfyrre,0
43174,fireogtreds; ethundrede og syvogtreds,1
43175,otteoghalvfems; femhundrede og syvoghalvfems,1
43176,syvhundrede og sytten; sekshundrede og ni,0
43177,femhundrede og otteoghalvtreds; trehundrede og niogfirs,0
43178,firehundrede og otteogtyve; syvhundrede og femogtreds,1
43179,ethundrede og otteoghalvtreds; tohundrede og tredive,1
43180,firehundrede og fyrre; nihundrede og enoghalvfems,1
43181,trehundrede og firs; nihundrede og nioghalvtreds,1
43182,trehundrede og treoghalvfjerds; firehundrede og tooghalvtreds,1
43183,trehundrede og niogtredive; nihundrede og femogtreds,1
43184,tohundrede og syvogtreds; nihundrede og niogfyrre,1
43185,ottehundrede og treoghalvfjerds; sekshundrede og femogtreds,0
43186,tohundrede og fireogfirs; syvhundrede og otteogfirs,1
43187,sekshundrede og syv; trehundrede og otte,0
43188,sekshundrede og femogfyrre; trehundrede og femoghalvfjerds,0
43189,femhundrede og tre; femhundrede og tretten,1
43190,firehundrede og enoghalvfems; syvhundrede og niogtreds,1
43191,ottehundrede og niogfyrre; nihundrede og femogtredive,1
43192,sekshundrede og femogtyve; syvhundrede og tredive,1
43193,femhundrede og fireogtreds; syvhundrede og toogtredive,1
43194,ethundrede og nioghalvfems; trehundrede og enoghalvfems,1
43195,trehundrede og otteoghalvfems; firehundrede og femoghalvfems,1
43196,firehundrede og fireogtredive; firehundrede og fireogtreds,1
43197,nihundrede og atten; tohundrede og nioghalvfems,0
43198,ottehundrede og niogtyve; otteoghalvtreds,0
43199,ethundrede og nitten; ethundrede og halvfjerds,1
43200,enogfirs; trehundrede og elleve,1
43201,ottehundrede og tolv; syvhundrede og enoghalvfjerds,0
43202,firehundrede og fem; femhundrede og syvoghalvtreds,1
43203,femhundrede og fire; ethundrede og nitten,0
43204,firehundrede og seksoghalvfems; sekshundrede og seksoghalvfjerds,1
43205,firs; ottehundrede og fireogtredive,1
43206,nihundrede og enoghalvfems; ottehundrede og otteogtreds,0
43207,firehundrede og fireoghalvfems; nihundrede og otteoghalvtreds,1
43208,trehundrede og seks; sekshundrede og otte,1
43209,trehundrede og tooghalvtreds; trehundrede og tooghalvfjerds,1
43210,nihundrede og enogfyrre; ottehundrede og fireoghalvfems,0
43211,trehundrede og seksogfirs; ottehundrede og seksoghalvfjerds,1
43212,syvhundrede og fireogfirs; seksogtyve,0
43213,firehundrede og otte; sekshundrede og femogtreds,1
43214,nihundrede og fyrre; enogtreds,0
43215,tohundrede og ti; ethundrede og seks,0
43216,firehundrede og toogtredive; tooghalvtreds,0
43217,ethundrede og fireogtyve; syvogfyrre,0
43218,tohundrede og otteoghalvfjerds; tohundrede og halvfjerds,0
43219,femhundrede og femogtreds; tohundrede og femten,0
43220,tohundrede og tretten; seksogtyve,0
43221,trehundrede og femoghalvtreds; syvhundrede og syvoghalvfjerds,1
43222,ottehundrede og seksogtredive; ethundrede og tooghalvfems,0
43223,ethundrede og seksoghalvfems; nihundrede og otteoghalvtreds,1
43224,trehundrede og niogfyrre; ottehundrede og treds,1
43225,femhundrede og nioghalvfems; femhundrede og fireogfyrre,0
43226,nihundrede og treogtyve; femhundrede og otteogtyve,0
43227,tohundrede og seksogfyrre; femhundrede og tyve,1
43228,tretten; syvhundrede og toogfirs,1
43229,syvoghalvtreds; niogtreds,1
43230,femogtyve; sekshundrede og fireogtyve,1
43231,nihundrede og enogtredive; syvhundrede og syvogtyve,0
43232,sekshundrede og enogtyve; otteogtreds,0
43233,trehundrede og fireogtyve; firehundrede og tooghalvfjerds,1
43234,nihundrede og enogfyrre; ethundrede og enoghalvtreds,0
43235,femhundrede og treogtredive; firehundrede og fireoghalvtreds,0
43236,sekshundrede og enogfirs; tohundrede og seks,0
43237,otteoghalvfems; firehundrede og et,1
43238,ethundrede og syvogfirs; nihundrede og enoghalvfjerds,1
43239,nihundrede; firehundrede og femogfyrre,0
43240,tohundrede og otteoghalvfjerds; sekshundrede og firs,1
43241,niogfirs; ottehundrede og nioghalvtreds,1
43242,tohundrede og ti; ottehundrede og femoghalvtreds,1
43243,trehundrede; tohundrede og enogtyve,0
43244,syvhundrede og enoghalvtreds; sekshundrede og tyve,0
43245,ottehundrede og toogtreds; syvhundrede og atten,0
43246,nihundrede og tooghalvtreds; firehundrede og enogtredive,0
43247,syvhundrede og nioghalvfjerds; firehundrede og elleve,0
43248,fireoghalvfjerds; treogfyrre,0
43249,ethundrede og sytten; firehundrede og fireogfirs,1
43250,nihundrede og otteogfyrre; syvhundrede og otte,0
43251,syvhundrede og niogfyrre; trehundrede og toogtreds,0
43252,trehundrede og fjorten; nihundrede og fyrre,1
43253,ottehundrede og syvoghalvfems; trehundrede og enogtreds,0
43254,nihundrede og syvogtreds; seksoghalvtreds,0
43255,nihundrede og nioghalvfems; femhundrede og syvogtredive,0
43256,tohundrede og fireoghalvfjerds; firehundrede og seksogtredive,1
43257,tohundrede og elleve; trehundrede og fem,1
43258,ottehundrede og toogtyve; trehundrede og toogfirs,0
43259,tohundrede og seks; femhundrede og to,1
43260,trehundrede og ni; tohundrede og nioghalvfjerds,0
43261,ethundrede og seksoghalvtreds; syvhundrede og enogfirs,1
43262,tohundrede og tredive; sekshundrede og tretten,1
43263,tooghalvtreds; sekshundrede og halvfjerds,1
43264,sekshundrede og halvfjerds; ottehundrede og enoghalvfems,1
43265,nihundrede og tretten; syvhundrede og treogfyrre,0
43266,tohundrede og fireogfirs; firehundrede og tyve,1
43267,seksten; ottehundrede og treoghalvtreds,1
43268,trehundrede og tooghalvfems; trehundrede og seksten,0
43269,femhundrede og fireoghalvtreds; firehundrede og fjorten,0
43270,sekshundrede og nioghalvfems; tohundrede og halvtreds,0
43271,firehundrede og fireogfirs; firehundrede og toogtyve,0
43272,sekshundrede og tolv; trehundrede og femogfirs,0
43273,tohundrede og fireogfyrre; femhundrede og otte,1
43274,syvhundrede og toogtreds; trehundrede og syvoghalvfjerds,0
43275,ottehundrede og fire; ethundrede og syvoghalvfems,0
43276,ethundrede og fireogtreds; syvhundrede og tyve,1
43277,firehundrede og treogtreds; ethundrede og enoghalvtreds,0
43278,syvogtredive; ethundrede og fyrre,1
43279,nihundrede og seksoghalvfems; nihundrede og nitten,0
43280,trehundrede og femogtyve; firehundrede og toogfyrre,1
43281,ethundrede og otteoghalvfjerds; syvhundrede,1
43282,nihundrede og fire; firehundrede og seks,0
43283,trehundrede og seksoghalvfjerds; sekshundrede og fireogtreds,1
43284,toogfirs; firehundrede og femogtredive,1
43285,sekshundrede og toogtyve; ethundrede og et,0
43286,sekshundrede og seksogfirs; syvhundrede og enogtyve,1
43287,nihundrede og seksoghalvfems; sekshundrede og treoghalvfjerds,0
43288,sekshundrede og syvoghalvfems; nihundrede og otte,1
43289,ottehundrede og enogfirs; femhundrede og fjorten,0
43290,trehundrede og otteogtreds; tohundrede og tretten,0
43291,seksoghalvfems; firehundrede og fireogfyrre,1
43292,firehundrede og syvoghalvtreds; syvhundrede og fireogfyrre,1
43293,sekshundrede og otteogfirs; sekshundrede og nitten,0
43294,femhundrede og fyrre; trehundrede og firs,0
43295,trehundrede og niogtyve; tohundrede og seksogtreds,0
43296,sekshundrede og enogtyve; syvhundrede og syvogfyrre,1
43297,sekshundrede og otteoghalvfems; tohundrede og firs,0
43298,nihundrede og treogfyrre; sekshundrede og fem,0
43299,femhundrede og halvfems; tohundrede og seksoghalvfems,0
43300,sekshundrede og femogtyve; syvhundrede og otteoghalvfems,1
43301,femhundrede og seks; ottehundrede og fireoghalvfems,1
43302,nihundrede og treogtyve; tohundrede og toogfirs,0
43303,firehundrede og fireoghalvfems; nihundrede og otteogtyve,1
43304,firehundrede og niogtreds; tohundrede,0
43305,syvhundrede og halvtreds; sekshundrede og treds,0
43306,ottehundrede og fireogfirs; ethundrede og otte,0
43307,ethundrede og treogtyve; firehundrede og enogtredive,1
43308,syvhundrede og ni; tohundrede og elleve,0
